Artery; POLYGON; 237, 28, 36; 138,807;137,807;136,807;135,807;134,807;133,807;132,807;131,807;130,807;129,807;128,807;127,807;126,807;125,807;124,807;123,807;122,807;121,807;120,808;118,808;117,809;116,809;115,809;114,809;113,809;112,810;111,810;109,810;108,811;107,811;107,812;106,812;105,812;104,813;103,813;102,813;100,814;99,815;98,816;97,817;96,817;96,818;95,818;95,819;94,820;94,821;95,821;95,822;95,823;95,824;95,825;96,825;96,826;96,827;97,827;98,827;98,828;98,829;99,829;99,830;99,831;100,831;100,832;101,832;102,832;102,833;103,833;103,834;104,834;104,835;105,835;106,836;107,836;107,837;108,837;108,838;109,838;109,839;110,839;111,840;112,840;113,840;114,840;114,841;115,841;116,841;116,842;117,842;118,842;118,843;119,843;120,843;121,843;121,844;122,844;123,844;123,845;124,845;125,845;126,845;127,845;128,845;129,845;130,845;130,846;131,846;132,846;132,847;133,847;134,847;135,847;135,848;136,848;137,848;138,848;139,848;141,849;143,849;145,850;147,850;148,850;150,850;151,851;152,851;153,851;154,852;155,852;156,852;157,852;158,852;158,853;159,853;160,854;161,855;162,855;164,856;165,856;165,857;166,857;167,858;169,859;170,860;172,861;173,861;174,862;175,862;176,862;177,863;178,863;179,863;180,863;180,864;181,864;182,864;183,864;184,864;184,865;184,866;185,866;186,866;187,866;187,867;188,867;189,867;190,867;191,867;192,868;193,868;193,869;194,869;195,869;195,870;196,870;197,870;198,870;199,870;200,870;200,869;201,869;203,868;204,868;205,868;206,867;207,867;208,867;209,867;210,866;211,865;213,865;215,865;216,865;218,864;221,863;222,863;223,862;224,862;225,862;226,862;227,861;228,861;229,861;229,860;230,860;231,860;232,860;233,860;234,860;235,860;238,860;242,860;246,860;249,860;252,860;254,860;256,860;258,860;259,860;259,859;261,859;263,859;266,859;269,859;272,859;274,859;276,859;277,859;278,859;279,859;280,859;281,859;283,859;284,859;285,859;286,859;287,859;288,859;288,858;289,858;290,858;291,858;292,858;293,857;294,857;295,857;296,857;297,857;297,856;298,856;299,856;300,856;301,856;302,856;303,856;304,856;305,855;306,855;306,854;307,854;308,854;309,854;310,854;311,854;312,854;312,853;313,853;314,853;315,853;316,853;316,852;317,852;319,852;320,851;322,851;324,851;326,850;328,850;330,850;331,850;332,849;334,849;334,848;336,848;337,848;338,848;339,848;339,847;340,847;341,847;342,847;343,847;344,847;345,847;345,846;346,846;347,846;348,846;350,846;352,846;353,846;354,846;355,846;355,845;356,845;357,845;358,844;359,844;361,844;362,843;363,843;363,842;364,842;365,842;365,841;366,841;367,841;367,840;368,840;369,840;370,839;371,839;372,839;373,838;374,837;375,837;376,836;377,836;378,836;379,836;379,835;380,835;381,835;381,834;381,833;381,832;381,831;381,830;381,829;380,829;380,828;380,827;380,826;380,825;379,825;379,824;379,823;379,822;379,821;379,820;379,819;378,819;378,818;378,817;378,816;378,815;378,814;378,813;378,812;378,811;378,810;378,809;378,808;378,807;377,807;377,806;377,805;376,805;376,804;375,804;375,803;374,803;373,802;373,801;372,801;371,801;371,800;370,799;369,799;368,799;368,798;367,798;366,798;365,797;364,797;364,796;363,796;362,796;361,796;360,796;359,796;359,795;358,795;357,795;356,795;355,795;353,795;351,795;350,795;349,795;347,795;346,795;345,795;344,795;343,795;342,795;341,795;340,795;339,795;338,795;337,795;336,795;335,795;334,795;333,796;332,796;331,796;331,797;330,797;329,797;328,797;327,797;326,797;325,797;324,797;323,797;322,797;321,797;320,797;319,798;318,798;317,798;316,798;315,798;314,798;313,798;313,799;312,799;311,799;310,799;309,799;308,799;308,800;307,800;306,800;305,800;304,800;303,800;302,800;301,800;300,800;299,800;298,801;297,801;296,801;295,801;294,801;294,802;293,802;293,803;292,803;291,803;290,803;289,803;288,803;287,803;287,804;286,804;285,804;284,804;284,805;283,805;282,805;281,805;281,806;280,806;280,807;278,807;277,808;276,808;276,809;275,809;274,809;273,809;273,810;272,810;271,810;270,810;270,811;269,811;269,812;268,812;267,812;266,812;265,812;265,813;264,813;264,814;263,814;262,814;261,814;260,814;259,814;258,814;257,815;256,815;256,816;255,816;254,816;254,817;253,817;252,817;251,817;250,817;249,817;248,817;247,817;246,817;245,817;244,817;243,817;242,817;241,817;240,817;239,817;239,818;238,818;237,818;236,818;235,818;234,818;233,818;233,819;233,820;232,820;231,820;230,820;229,820;228,820;227,820;226,820;225,820;224,820;223,820;222,820;221,820;220,820;219,820;218,820;217,820;216,820;215,820;214,820;213,820;212,820;211,820;210,820;209,820;207,820;206,820;204,820;203,820;202,820;201,820;200,820;199,820;198,820;196,820;193,819;190,819;188,818;186,818;185,817;184,817;183,817;183,816;182,816;181,816;180,816;178,815;177,814;175,814;175,813;174,813;174,812;173,812;172,811;171,811;168,810;166,809;165,808;164,808;163,808;162,808;161,807;160,807;159,807;158,807;157,807;156,807;155,807;153,807;151,807;149,807;149,806;148,806;147,806;146,806;144,806;142,806;140,806;138,806;136,806;135,806;
Artery; POLYGON; 237, 28, 36; 367,809;367,808;368,808;369,808;370,808;371,808;371,807;372,807;373,807;373,806;374,806;375,806;375,805;376,805;377,805;378,805;379,805;379,804;380,804;381,804;381,803;382,803;382,802;383,802;384,802;385,802;386,802;387,802;387,801;388,801;389,801;390,801;391,801;391,800;392,800;393,800;394,800;395,800;396,800;398,799;399,799;400,799;401,799;402,799;403,799;403,798;404,798;405,798;406,798;407,798;408,798;409,798;410,798;411,798;411,797;412,797;413,797;414,797;415,797;416,797;417,797;418,797;419,797;420,797;421,797;422,797;423,797;424,797;425,797;425,796;426,796;427,796;428,796;429,796;430,796;431,796;432,796;432,797;433,797;435,797;436,797;437,797;438,797;439,798;440,798;441,798;442,798;443,799;444,799;445,799;446,800;447,801;448,801;449,801;450,801;451,801;451,802;452,802;452,803;453,803;454,803;455,803;456,803;457,803;458,804;459,805;461,805;462,806;464,807;465,807;466,808;467,808;468,809;469,810;470,810;471,810;471,811;472,811;472,812;473,812;474,812;474,813;475,813;477,814;478,815;479,817;481,818;482,819;483,819;484,819;484,820;485,820;485,821;486,821;487,821;487,822;488,822;489,822;489,823;490,823;490,824;491,824;492,824;493,824;493,825;494,825;494,826;495,827;496,827;496,828;497,828;497,829;498,829;499,829;499,830;500,830;501,830;501,831;502,831;504,832;506,833;508,834;511,835;513,836;515,836;516,837;517,837;517,838;518,838;519,838;520,838;521,839;522,839;523,840;525,841;527,842;528,842;529,843;530,843;531,843;531,844;532,844;532,845;533,845;534,846;535,846;536,847;537,848;539,848;540,849;541,849;541,850;542,850;544,852;546,853;548,854;550,855;551,856;552,857;553,857;554,857;554,858;555,858;556,859;557,860;560,862;562,863;563,864;564,865;564,866;565,866;566,866;567,866;568,868;569,869;572,871;573,872;574,873;575,874;576,875;576,876;577,876;578,876;578,877;580,878;581,879;583,880;583,881;584,881;585,881;585,882;586,882;586,884;587,885;588,886;588,887;589,887;589,888;590,888;591,888;591,889;592,890;593,892;595,893;595,894;596,894;596,895;597,895;597,896;598,897;598,898;599,898;599,899;599,900;600,900;601,900;601,901;602,901;603,902;604,903;606,905;608,906;608,907;609,907;610,907;610,908;610,909;611,909;612,910;614,912;617,913;620,916;622,917;624,918;626,918;627,919;628,920;629,922;631,923;634,925;636,926;638,927;639,928;640,928;641,928;641,929;642,930;643,931;646,932;651,934;656,936;660,937;663,939;665,940;666,940;667,940;667,941;668,941;668,942;669,942;669,943;670,944;672,944;673,945;674,945;674,946;675,946;676,947;677,948;678,948;680,950;682,951;683,951;684,952;685,952;686,952;685,952;684,952;684,953;683,954;682,955;682,956;681,956;681,957;680,957;680,958;679,958;678,958;678,959;677,959;676,959;676,960;675,960;675,961;675,962;674,962;673,962;673,963;672,963;672,964;671,964;671,965;671,966;670,966;669,967;669,968;668,968;668,969;668,970;668,971;667,971;667,972;666,973;665,974;665,975;665,976;664,976;663,978;662,980;661,980;661,981;660,981;660,982;660,983;658,984;658,986;657,986;656,987;655,988;654,988;654,989;653,990;652,990;650,990;648,990;647,991;646,991;645,991;644,991;643,991;642,991;641,991;640,991;639,991;638,990;637,990;635,989;633,989;632,988;631,988;630,988;630,987;629,987;629,986;628,985;627,985;627,984;626,984;625,984;625,983;624,983;624,982;623,982;623,981;622,980;621,980;619,978;619,977;617,976;616,976;616,975;615,975;615,974;614,974;613,973;611,971;609,970;606,968;604,968;603,967;602,967;601,967;601,966;600,966;599,965;598,964;597,963;593,961;591,960;589,959;588,957;587,957;586,957;585,957;585,956;584,956;583,954;581,954;580,952;578,951;577,950;577,949;576,949;575,949;574,949;573,948;571,946;569,945;567,943;566,942;563,941;562,941;562,940;560,939;558,938;555,936;550,933;546,930;541,928;538,927;534,925;533,924;532,923;531,923;531,922;530,921;529,921;528,919;527,918;526,917;525,917;525,916;524,916;523,915;523,914;522,914;521,913;521,911;520,911;519,910;519,909;518,909;518,908;517,908;517,907;516,907;516,906;515,905;514,904;514,903;513,903;513,902;513,901;512,901;511,901;511,900;511,899;510,899;510,898;509,898;509,897;508,896;507,896;507,895;506,895;506,894;505,894;505,893;504,892;503,892;503,891;502,890;502,889;501,888;500,887;499,887;498,887;498,886;497,886;497,885;497,884;496,884;495,884;495,883;494,883;494,882;493,882;493,881;492,881;492,880;491,880;490,879;489,879;489,878;488,878;487,878;487,877;486,877;486,876;485,876;484,875;483,875;483,874;482,874;481,874;481,873;480,873;480,872;479,872;478,872;478,871;477,871;477,870;476,870;474,869;471,868;467,867;463,864;460,863;456,861;454,861;453,860;452,860;452,859;451,859;450,859;448,858;445,856;441,856;438,854;434,852;431,852;430,851;429,851;429,850;428,850;429,850;428,850;427,850;427,849;426,849;425,849;425,848;424,848;423,848;423,847;422,847;421,847;420,847;420,846;419,846;418,846;418,845;417,845;416,845;415,845;414,845;414,844;413,844;413,843;412,843;411,843;411,842;410,842;409,842;409,841;408,841;408,840;407,840;406,840;405,839;404,839;403,839;402,839;401,839;400,839;399,839;398,839;397,839;396,839;395,839;394,839;393,839;393,838;392,838;391,838;390,838;389,838;388,838;387,838;386,838;386,837;385,837;384,837;383,836;382,836;381,836;380,836;380,835;380,834;379,834;378,834;377,834;376,834;375,834;374,834;373,834;372,834;371,834;370,834;369,835;368,835;367,835;366,835;365,835;364,835;363,835;362,835;362,834;362,833;362,832;362,831;362,830;362,829;362,827;362,826;362,825;362,824;362,823;362,822;362,820;362,819;362,817;362,816;362,815;362,814;362,813;362,812;363,811;363,810;363,809;364,809;364,808;
Artery; POLYGON; 237, 28, 36; 677,949;678,949;679,949;680,949;681,949;682,949;682,950;683,950;684,950;685,950;685,951;686,951;687,951;687,952;688,952;688,953;689,953;690,953;691,953;692,953;692,954;693,954;693,955;694,955;694,956;695,956;696,956;696,957;697,957;697,958;698,958;698,959;699,959;700,959;700,960;701,960;701,961;702,961;703,961;704,961;704,962;705,962;705,963;706,963;707,964;708,964;708,965;709,965;709,966;710,966;710,967;711,967;712,967;712,968;712,969;713,969;713,970;714,970;714,971;715,971;716,972;716,973;717,973;717,974;718,975;719,976;719,977;720,978;721,979;722,979;722,980;723,981;724,982;725,982;725,983;725,984;726,984;727,984;727,985;727,986;728,986;728,987;729,987;730,988;730,989;731,989;731,990;731,991;732,991;732,992;733,992;734,992;734,993;734,994;735,994;735,995;736,995;736,996;737,996;737,997;737,998;738,998;738,999;739,999;739,1000;740,1000;740,1001;740,1002;741,1003;741,1004;742,1004;742,1005;742,1006;742,1007;742,1008;742,1009;742,1010;742,1011;741,1011;741,1012;740,1013;740,1014;739,1015;738,1015;737,1015;737,1016;736,1016;735,1016;734,1017;733,1017;732,1018;731,1018;730,1018;729,1019;728,1019;727,1019;725,1020;723,1021;722,1021;720,1021;718,1021;718,1022;717,1022;716,1022;715,1022;713,1023;711,1023;708,1023;705,1023;703,1023;701,1023;700,1023;699,1023;698,1023;697,1023;697,1022;695,1022;694,1021;692,1020;691,1020;691,1019;690,1019;690,1018;690,1017;689,1017;688,1016;688,1015;687,1015;687,1014;687,1013;686,1013;686,1012;685,1011;685,1010;684,1010;684,1009;684,1008;683,1008;683,1007;682,1007;682,1006;681,1006;681,1005;681,1004;680,1004;680,1003;678,1002;677,1001;676,1000;675,999;675,998;674,998;673,998;673,997;672,997;672,996;670,995;669,994;669,993;668,993;667,993;666,992;664,992;661,992;658,991;654,990;651,989;649,988;647,988;646,988;645,988;645,987;644,987;644,985;642,985;641,984;640,983;638,982;637,981;636,981;636,980;636,979;636,978;636,977;635,976;635,975;635,974;635,973;635,972;636,972;636,971;637,971;639,970;640,969;642,968;644,968;644,967;645,967;646,966;647,966;648,965;649,964;650,963;652,962;654,962;655,961;657,960;658,960;659,959;660,958;661,958;663,957;664,957;665,956;666,956;666,955;667,955;668,954;670,953;672,952;673,952;674,952;675,951;676,951;676,950;
Stroma; POLYGON; 128, 128, 128; 18,363;18,364;19,364;20,364;20,365;21,365;22,365;23,365;24,365;25,365;26,365;27,365;28,365;29,365;30,365;31,365;32,365;33,365;33,364;34,364;34,363;35,363;36,363;36,362;37,361;38,361;38,360;39,360;40,360;40,359;41,359;42,359;43,359;43,358;44,358;45,358;45,357;46,357;47,357;47,356;48,356;49,356;49,355;50,355;51,355;51,354;52,354;53,354;53,353;54,353;54,352;55,352;56,351;57,351;57,350;58,350;59,350;59,349;60,349;61,349;61,348;62,348;62,347;63,347;64,347;64,346;65,346;66,346;66,345;67,345;68,345;69,344;70,343;71,343;72,343;72,342;73,342;74,341;75,341;76,340;77,340;78,340;79,339;80,339;81,339;81,338;82,338;83,338;83,337;84,337;85,337;86,336;87,336;88,336;89,336;90,337;91,338;92,339;92,340;93,341;94,343;94,344;94,347;95,349;95,350;95,353;95,356;95,358;94,363;93,366;92,369;92,372;90,376;89,379;88,380;87,383;85,386;83,389;82,391;79,394;77,396;76,397;73,399;70,401;68,403;64,405;59,405;56,406;54,407;50,407;47,407;46,407;44,407;42,406;40,405;38,404;35,402;34,400;33,400;31,397;30,396;28,395;27,393;26,391;24,390;23,388;23,387;22,386;22,385;21,384;21,382;21,381;21,380;21,379;21,378;21,377;21,376;21,375;21,374;21,373;21,372;21,371;21,370;21,369;21,368;21,367;
Stroma; POLYGON; 128, 128, 128; 13,359;14,359;14,360;15,360;16,360;16,361;17,361;18,361;19,362;20,362;21,362;22,362;23,362;24,362;25,362;25,363;26,363;27,363;28,363;29,363;30,363;30,362;31,362;32,362;33,361;34,361;35,360;36,359;37,359;38,359;38,358;39,358;40,358;40,357;41,357;42,357;42,356;43,356;44,356;44,355;45,355;46,355;47,355;47,354;48,354;49,354;49,353;50,353;51,353;52,353;52,352;53,352;54,351;55,351;56,350;57,350;57,349;58,349;58,348;59,348;60,348;61,348;62,347;63,347;64,347;64,346;65,346;66,346;66,345;67,345;68,345;68,344;69,344;70,344;71,344;71,343;72,343;72,342;73,342;74,342;74,341;75,341;76,340;77,340;78,341;79,343;79,344;80,346;80,348;80,349;81,350;81,352;81,353;81,354;81,355;81,356;80,358;79,360;78,362;78,363;77,364;75,365;73,367;71,369;68,371;65,372;63,373;57,376;54,377;49,378;44,380;42,380;38,381;33,382;30,382;28,382;26,382;24,382;23,382;21,382;20,381;19,381;17,380;16,379;15,379;15,378;14,377;13,376;13,374;13,373;12,372;12,371;12,370;12,369;12,368;11,368;11,367;11,366;11,365;12,364;12,363;12,362;13,362;13,361;
Stroma; POLYGON; 128, 128, 128; 68,379;67,380;64,381;62,382;61,382;60,382;60,381;61,380;
Stroma; POLYGON; 128, 128, 128; 44,359;44,358;44,357;45,357;45,356;46,356;46,355;47,355;48,355;48,354;49,354;49,353;50,353;50,352;51,352;52,352;52,351;53,351;54,351;55,351;55,350;56,350;57,350;57,349;58,349;59,349;60,349;60,348;61,348;62,348;62,347;63,347;64,347;64,346;65,346;66,345;67,345;67,344;68,344;69,343;70,343;70,342;71,342;72,342;73,342;74,343;75,344;75,345;75,346;75,347;75,348;74,349;74,350;73,350;72,351;71,351;71,352;70,352;69,353;68,353;67,354;65,354;64,354;62,355;60,355;58,355;56,355;54,355;52,355;51,355;50,355;49,355;48,355;47,355;45,355;44,355;43,355;
Stroma; POLYGON; 128, 128, 128; 49,356;50,356;51,355;51,354;52,354;52,353;52,352;52,351;53,351;53,350;54,350;54,349;55,349;55,348;56,348;57,348;58,348;58,347;59,347;60,347;60,346;61,346;62,346;63,346;63,345;64,345;65,345;65,344;66,344;67,344;68,344;68,343;69,343;70,343;70,342;71,342;72,342;72,341;73,341;74,340;75,340;75,339;76,339;76,338;77,338;78,338;78,337;79,337;80,337;80,336;81,336;82,336;82,335;83,335;84,335;84,334;85,334;86,334;87,333;88,333;88,332;89,332;90,332;90,331;91,331;92,331;92,330;93,330;93,329;94,329;95,329;95,328;96,328;96,327;97,327;98,327;98,326;99,326;100,326;100,325;101,325;102,325;102,324;103,324;104,324;104,323;105,323;106,323;106,322;107,322;108,322;108,321;109,321;110,321;110,320;111,320;112,320;112,319;113,319;113,318;114,318;115,318;115,317;116,317;117,317;117,316;118,316;119,315;120,315;120,314;121,314;122,314;122,313;123,313;124,313;124,312;125,312;126,312;126,311;127,311;128,311;129,311;129,310;130,310;130,309;131,309;132,309;133,308;134,308;134,307;135,307;136,307;137,307;137,306;138,306;139,306;139,305;140,305;141,305;142,304;143,304;144,304;145,303;147,303;148,302;149,302;149,301;150,301;151,301;152,301;153,300;154,300;155,300;156,300;157,301;158,301;159,302;159,303;160,303;160,305;160,306;160,308;160,310;160,312;159,314;157,316;154,319;153,321;149,325;148,327;143,330;139,334;133,338;128,341;124,344;122,345;118,347;112,350;110,351;106,352;103,353;98,355;94,357;90,359;85,359;82,360;80,361;77,361;75,362;72,362;70,362;69,362;66,362;65,362;64,362;63,362;62,361;61,361;60,360;59,360;58,359;57,359;57,358;56,358;55,358;55,357;54,357;53,357;53,356;52,356;51,356;51,355;50,355;
Stroma; POLYGON; 128, 128, 128; 56,356;56,355;56,354;56,353;56,352;56,351;56,350;56,349;56,348;57,347;57,346;58,346;58,345;59,345;60,345;60,344;61,344;61,343;62,343;62,342;63,342;64,342;64,341;65,341;66,341;67,341;67,340;68,340;69,340;69,339;70,339;71,339;72,339;72,338;73,338;74,338;74,337;75,337;76,337;77,337;77,336;78,336;79,336;79,335;80,335;81,335;82,335;82,334;83,334;83,333;84,333;85,333;85,332;86,332;87,332;87,331;88,331;89,331;90,331;90,330;92,329;93,329;94,329;96,328;97,327;98,327;99,327;100,327;101,326;102,326;103,326;104,326;105,326;106,326;107,326;107,325;108,325;109,325;110,325;110,326;110,328;109,330;109,331;107,333;104,335;100,338;96,340;91,343;86,345;82,347;79,348;74,350;69,350;63,352;61,352;59,353;57,353;54,354;52,354;50,354;49,354;49,355;
Stroma; POLYGON; 128, 128, 128; 90,338;91,338;91,337;92,336;93,336;93,335;94,335;94,334;95,334;95,333;96,332;96,331;97,331;97,330;98,330;98,329;99,329;99,328;99,327;100,327;100,326;101,326;101,325;102,325;102,324;103,324;103,323;104,323;104,322;105,322;106,322;106,321;107,321;108,321;108,320;109,320;110,320;110,319;111,319;112,319;112,318;113,318;113,317;114,317;115,317;116,316;117,316;117,315;118,315;118,314;119,314;120,314;120,313;121,313;122,313;123,312;124,312;124,311;125,311;126,311;126,310;127,310;127,309;128,309;129,309;130,308;130,307;131,307;132,307;133,307;134,306;135,306;135,305;136,305;137,305;138,305;139,304;140,304;141,304;141,303;142,303;143,303;143,302;144,302;145,302;145,301;146,301;147,301;148,301;148,300;149,300;150,300;151,300;151,299;152,299;153,299;153,298;154,298;155,298;155,297;156,297;157,297;158,297;159,297;159,296;160,296;161,296;161,295;162,295;163,295;163,294;164,294;165,294;165,293;166,293;167,293;168,293;169,293;169,292;170,292;170,291;171,291;172,291;173,291;173,290;174,290;175,290;176,290;177,290;178,290;178,289;179,289;180,289;181,289;182,289;183,289;184,290;184,291;184,292;185,293;185,295;185,296;184,298;183,300;183,302;182,304;181,304;180,306;178,308;177,308;175,310;173,311;171,312;169,313;167,314;165,316;163,317;160,318;158,320;157,321;154,322;151,324;148,325;145,328;142,329;139,331;138,331;136,333;134,333;132,334;130,335;129,335;127,336;123,337;121,337;118,338;115,339;113,339;110,340;109,340;106,340;104,340;101,340;99,340;98,340;97,340;96,340;95,340;94,340;93,340;92,340;92,339;91,339;90,339;90,338;90,337;
