Artery; POLYGON; 237, 28, 36; 715,332;715,332;714,332;714,332;714,332;713,332;713,332;712,332;712,332;711,332;711,332;711,332;710,332;709,332;709,332;708,332;707,332;707,332;706,333;706,333;705,333;705,333;704,333;703,333;703,333;702,334;702,334;701,334;701,334;700,334;699,335;699,335;698,335;697,335;696,335;696,336;695,336;694,336;694,336;693,336;693,336;693,337;692,337;692,337;691,337;690,337;690,337;690,337;689,338;689,338;688,339;688,340;687,340;687,341;686,342;686,342;685,343;685,346;685,347;685,348;684,348;684,349;684,349;684,350;684,350;684,351;684,351;685,352;685,352;685,352;685,352;685,353;686,353;686,354;687,355;687,355;687,355;688,355;688,355;688,356;688,356;688,356;689,357;689,357;689,357;689,358;689,358;690,359;691,359;691,360;692,361;693,361;693,362;694,362;694,362;695,363;696,363;696,363;697,363;697,364;698,364;699,364;700,364;700,364;701,364;702,364;703,364;704,364;704,364;705,364;705,364;705,364;706,364;706,364;707,364;707,364;708,364;708,363;709,363;709,363;709,363;710,363;711,363;714,363;715,363;716,363;716,362;717,362;718,362;719,362;719,362;720,362;721,362;721,362;721,362;722,362;723,362;723,362;724,361;725,361;725,361;726,361;727,361;727,361;728,361;728,361;729,361;729,361;730,361;730,360;731,360;731,360;731,359;731,359;732,359;732,358;732,358;732,358;732,358;732,357;732,357;732,356;732,356;732,355;732,355;732,355;732,354;732,353;732,353;732,352;732,352;732,351;732,351;732,351;732,350;732,350;732,350;732,349;733,349;733,349;733,349;733,348;733,348;734,348;734,347;734,347;735,347;735,346;735,346;735,345;735,344;735,344;735,343;735,342;735,342;735,342;735,342;735,342;735,341;735,341;735,341;734,340;733,340;733,339;732,339;731,338;731,338;730,338;730,337;729,337;729,337;728,336;727,336;726,335;725,335;724,334;724,334;724,334;723,334;723,334;722,333;722,333;721,333;721,333;720,333;720,333;720,333;719,333;719,333;719,333;718,333;718,333;718,333;717,333;717,333;717,333;716,333;716,333;716,332;
Artery; POLYGON; 237, 28, 36; 688,337;687,337;686,337;685,337;684,337;683,338;682,338;681,338;679,338;677,338;677,338;676,338;674,339;673,339;672,339;671,339;670,339;669,339;669,339;668,339;668,340;667,340;666,340;665,340;665,341;665,341;665,341;664,341;663,341;662,341;662,342;662,342;661,342;660,342;659,343;659,343;658,343;657,343;657,343;656,344;656,344;656,344;656,344;655,344;655,344;654,345;654,345;653,345;653,345;653,345;653,345;652,346;652,346;651,346;651,346;650,346;650,346;649,347;648,347;647,347;647,347;646,347;646,347;645,347;645,347;644,348;644,348;643,348;642,348;642,349;641,349;641,349;640,350;639,350;639,350;638,351;638,351;637,351;636,351;636,352;636,352;635,352;635,353;635,353;635,354;634,354;634,354;633,355;633,356;633,356;632,357;632,357;632,358;632,359;632,360;632,360;632,361;632,362;632,363;633,363;634,364;635,365;637,366;639,367;639,367;641,367;642,367;646,368;648,368;648,368;650,368;651,368;653,368;657,368;659,368;660,368;662,368;663,368;664,368;665,368;666,368;668,367;669,367;671,366;672,366;674,366;677,366;677,366;679,365;681,365;683,364;684,363;685,362;686,362;688,362;690,361;690,360;691,360;692,360;693,360;693,360;694,359;695,359;696,359;697,359;697,358;698,358;699,358;700,357;700,357;
Artery; POLYGON; 237, 28, 36; 638,354;638,354;638,354;637,354;636,354;635,354;635,354;634,354;634,354;634,354;633,355;633,355;632,355;632,355;632,355;631,355;631,355;630,356;630,356;629,356;629,356;628,357;628,357;628,357;627,357;627,357;626,358;625,358;625,358;625,358;624,358;624,358;623,358;623,358;623,359;622,359;622,359;621,359;621,359;620,359;620,360;619,360;619,360;618,360;617,360;617,361;617,361;616,361;615,361;614,361;613,361;613,362;612,362;611,362;611,362;610,362;609,362;609,362;609,362;609,362;608,362;608,362;607,362;606,362;606,362;605,362;604,362;604,362;604,362;603,362;602,362;601,362;600,362;600,363;599,363;598,363;597,363;597,363;596,363;595,363;594,363;593,363;592,363;591,363;591,363;590,363;589,363;588,363;587,363;587,363;586,363;585,363;585,363;584,363;583,363;582,363;581,363;580,363;580,363;579,363;579,363;578,363;577,363;577,363;576,364;575,364;574,364;574,364;573,365;573,365;573,365;573,365;572,366;572,366;572,367;572,368;573,369;573,369;573,370;574,370;574,371;575,372;576,373;576,373;576,373;578,374;579,374;580,374;581,374;582,374;584,375;585,375;588,376;591,376;592,376;597,376;599,376;601,376;603,376;604,376;604,376;605,376;606,376;607,376;608,376;609,376;610,376;612,375;613,375;614,375;615,375;618,375;620,375;620,375;621,375;623,375;625,375;626,375;627,375;630,375;631,375;632,375;633,375;634,375;637,375;638,375;639,375;641,375;642,374;644,374;646,374;647,374;648,374;649,373;651,373;651,373;652,373;653,372;654,372;654,371;654,371;655,370;655,369;655,368;655,368;655,367;655,367;655,367;655,366;655,366;655,366;655,366;
Artery; POLYGON; 237, 28, 36; 520,311;519,310;518,309;518,309;517,308;516,308;516,308;516,308;515,308;515,309;515,309;515,309;515,309;514,310;513,310;513,310;513,310;513,311;512,311;512,311;512,312;512,312;512,312;512,313;512,313;512,314;512,314;512,314;512,314;512,315;512,315;512,315;512,316;512,316;512,317;512,318;512,318;512,318;513,319;513,319;513,320;513,320;513,321;514,321;514,322;514,322;515,322;515,323;515,323;515,323;515,323;515,324;516,324;516,325;516,325;516,326;516,326;516,327;517,327;517,328;517,328;517,328;517,329;517,329;518,330;518,330;518,331;518,331;518,332;519,332;519,333;519,333;519,333;519,333;519,334;520,334;520,334;520,335;521,335;521,335;521,336;521,336;522,336;522,337;522,337;522,337;523,338;523,338;524,339;524,339;524,339;525,339;525,340;525,340;526,340;526,341;526,342;527,342;527,342;527,343;528,343;528,344;528,344;528,344;529,345;529,345;529,345;529,346;529,346;530,347;530,347;530,348;531,348;531,348;531,349;532,349;532,349;532,350;532,350;533,351;533,352;533,352;533,353;533,353;534,354;534,354;534,355;535,355;535,356;535,356;535,356;536,357;536,357;536,358;537,359;537,359;537,359;538,360;538,360;538,360;539,361;539,361;539,361;540,362;540,362;541,362;541,363;541,363;541,363;542,364;542,364;542,365;543,365;543,366;544,366;544,367;544,367;545,368;545,369;546,369;546,370;547,371;547,371;548,372;549,373;550,373;550,374;551,374;552,375;553,375;554,376;554,376;555,376;556,377;557,377;558,377;559,377;559,377;560,377;561,377;561,377;562,377;562,378;563,378;564,378;565,378;566,378;567,378;568,378;569,378;571,378;572,378;572,378;573,378;574,378;574,378;574,378;575,377;575,377;576,376;576,376;576,375;576,375;576,374;576,374;576,374;576,373;576,373;575,372;575,372;575,372;574,371;574,371;573,370;573,369;572,369;572,368;572,368;572,368;572,367;572,367;572,367;572,366;571,366;571,366;571,366;571,366;570,365;570,365;569,365;569,364;569,364;568,364;568,363;567,363;567,363;566,363;566,362;566,362;565,362;565,362;564,361;564,361;563,360;563,360;562,359;562,359;561,358;560,358;560,357;559,357;558,356;558,355;557,355;557,354;556,354;556,354;556,354;555,353;555,353;555,352;554,352;554,351;553,351;553,350;553,350;552,350;552,350;552,349;552,349;551,349;551,348;551,348;551,348;550,347;550,347;550,347;550,346;549,346;549,346;549,346;548,345;548,345;547,344;547,344;547,343;547,343;546,343;546,342;546,342;545,342;545,342;545,342;544,341;544,341;544,341;544,341;544,340;543,340;543,340;542,340;542,339;542,339;542,339;541,339;541,339;540,338;540,338;540,338;539,337;538,337;538,337;538,337;537,337;537,337;537,337;536,337;536,336;536,336;535,336;535,336;535,336;535,336;535,336;534,336;534,335;534,335;533,334;533,334;533,334;533,333;533,333;532,332;532,332;532,332;532,331;532,331;532,330;532,330;532,330;532,329;532,329;532,329;532,328;532,328;532,327;532,327;532,327;532,326;532,326;532,326;531,326;531,325;531,325;530,324;530,324;530,324;530,324;530,323;530,323;530,323;530,322;530,322;530,321;529,321;529,320;529,320;528,319;528,318;528,318;528,318;527,317;527,317;527,317;527,317;527,317;527,316;526,316;526,315;526,315;525,315;525,315;525,314;524,314;524,314;524,314;524,314;523,314;523,313;523,313;522,313;522,312;522,312;522,312;521,311;521,311;520,311;520,311;
Artery; POLYGON; 237, 28, 36; 592,376;591,376;589,375;588,375;586,374;584,374;582,372;581,372;579,371;577,371;576,371;575,371;574,371;573,371;572,371;571,371;570,371;569,371;569,371;568,371;567,371;567,371;566,372;565,372;564,373;564,373;563,373;562,374;562,374;561,375;560,375;560,375;559,376;559,377;558,377;558,378;558,379;558,380;558,381;558,382;558,383;559,384;560,386;561,387;562,388;563,389;568,392;569,392;571,393;572,393;573,394;575,394;576,394;577,394;578,394;579,394;580,394;582,393;583,393;584,392;585,391;587,390;588,390;588,389;589,388;591,386;592,385;594,382;595,381;595,381;596,380;596,380;596,379;597,378;597,378;598,377;598,376;598,376;598,376;597,375;596,375;595,374;594,374;594,374;594,374;593,374;592,374;591,374;591,374;590,374;589,374;589,374;589,374;588,374;
Artery; POLYGON; 237, 28, 36; 730,358;731,358;731,357;731,357;731,357;732,357;732,357;732,357;733,357;733,357;733,357;734,357;734,357;734,357;735,358;735,358;735,358;735,358;736,358;736,358;737,358;737,359;738,359;738,359;738,360;739,360;739,360;740,360;740,360;740,360;741,360;741,360;741,360;741,361;741,361;741,361;741,362;741,362;741,363;741,363;741,363;741,364;741,365;741,365;740,365;740,366;739,366;739,367;738,367;737,367;736,368;735,368;735,368;735,368;734,368;734,369;733,369;733,369;732,369;731,369;730,369;730,370;730,370;729,370;729,370;728,370;728,370;727,370;726,370;726,370;725,370;724,370;723,371;722,371;722,371;721,371;720,371;720,371;719,371;718,371;717,371;716,371;716,371;715,371;714,371;714,371;714,371;713,371;713,371;712,372;712,372;711,372;711,372;711,372;710,372;710,372;709,372;708,372;707,372;707,372;707,372;706,372;705,372;704,372;704,372;703,372;703,372;703,372;702,372;702,372;702,372;701,372;700,373;699,373;699,373;698,373;698,373;697,373;697,373;697,373;696,373;696,373;696,373;695,373;695,373;694,373;694,373;694,373;694,373;693,373;693,373;692,374;692,374;691,374;691,374;691,374;690,374;689,374;688,375;688,375;687,375;687,375;687,375;686,375;685,375;685,375;684,375;683,375;682,375;681,375;681,375;680,375;679,375;678,374;677,374;676,374;675,373;673,370;671,366;670,366;669,364;668,363;667,362;667,361;666,359;666,359;666,358;666,358;
Artery; POLYGON; 237, 28, 36; 678,374;678,374;677,374;676,374;676,374;675,374;675,374;675,375;674,375;674,375;673,375;673,375;673,375;672,375;671,375;671,375;670,376;670,376;669,376;668,376;667,376;666,377;666,377;666,377;665,377;665,377;665,377;664,377;664,377;663,377;663,378;662,378;662,378;662,378;661,379;661,379;661,379;660,379;660,379;660,380;660,380;659,380;659,380;659,380;658,380;658,380;657,380;657,380;657,380;657,380;656,380;655,381;655,381;654,381;654,382;654,382;653,382;652,382;651,383;651,383;650,383;649,383;649,384;648,384;647,384;647,384;646,384;646,384;645,384;644,384;644,384;643,384;642,384;642,384;641,384;640,384;640,384;639,385;639,385;638,385;638,385;637,385;637,385;636,385;635,385;635,385;634,385;633,385;632,385;631,385;630,385;629,385;629,385;628,385;627,385;626,385;625,385;625,385;624,384;624,384;624,384;624,383;623,383;623,383;623,382;623,382;623,381;622,381;622,380;622,379;621,378;620,376;619,376;619,375;619,374;618,374;618,373;618,373;618,372;618,371;618,371;
Artery; POLYGON; 237, 28, 36; 678,367;678,367;675,366;673,365;672,365;671,364;670,364;669,364;669,364;668,364;668,364;667,364;667,364;666,364;666,364;665,364;664,364;663,364;662,364;661,364;660,364;660,364;659,364;659,364;659,365;658,365;657,365;656,365;656,365;655,366;655,366;654,366;654,366;654,367;654,367;654,367;653,368;653,368;653,368;652,368;652,369;651,369;651,370;651,370;651,370;651,370;651,371;651,371;651,371;652,372;653,372;654,372;655,372;655,372;656,372;656,372;657,372;658,372;659,372;660,372;660,372;660,372;661,372;662,373;663,373;663,373;664,373;665,373;665,373;666,373;666,373;667,373;667,373;668,373;669,373;669,373;670,373;670,373;671,373;671,373;672,373;672,373;672,373;673,373;673,373;674,373;674,373;675,373;675,373;676,373;676,373;676,373;677,373;677,373;677,373;678,373;678,373;678,373;679,373;679,372;679,372;680,372;680,371;680,371;680,371;680,370;680,370;679,370;679,369;679,369;679,368;679,368;678,367;
Artery; POLYGON; 237, 28, 36; 675,372;674,372;673,372;672,372;671,372;669,371;667,370;666,370;666,370;665,370;663,370;662,370;662,370;661,370;661,370;660,370;660,370;659,370;658,370;658,370;657,370;657,370;656,370;656,370;655,370;655,370;654,370;654,370;653,370;653,370;652,371;651,371;651,371;651,371;651,372;651,372;651,372;651,372;652,373;653,373;653,373;654,373;654,373;655,373;656,374;657,374;658,374;659,374;660,374;661,374;662,374;663,374;664,374;666,374;667,374;668,374;669,374;670,374;671,374;672,374;672,374;672,374;673,374;673,374;674,374;674,375;674,375;675,375;675,375;675,375;676,375;676,375;676,375;676,375;676,374;676,374;676,373;676,373;676,373;676,373;676,372;676,372;675,372;675,371;675,371;
Artery; POLYGON; 237, 28, 36; 658,376;659,376;660,377;660,377;661,377;661,377;661,377;662,377;662,377;663,377;663,377;663,377;664,377;664,377;665,377;665,377;665,377;666,377;666,377;666,377;667,377;667,377;668,377;668,377;668,378;669,378;669,378;670,378;670,378;671,378;671,378;672,378;672,378;672,378;673,378;673,378;674,378;674,378;675,378;675,378;675,378;676,378;676,378;677,377;677,377;677,377;678,377;678,377;679,377;680,376;681,376;681,376;681,376;682,376;682,376;683,376;683,376;683,375;683,375;684,375;684,374;685,374;685,374;686,373;687,373;687,373;688,373;688,372;688,372;689,372;689,371;690,371;690,370;
