Specular reflection; POLYGON; 191, 91, 22; 124,205;123,205;122,205;121,206;121,207;120,207;119,208;119,209;118,210;117,211;117,212;116,213;115,213;115,214;115,215;115,216;115,217;115,218;116,219;117,219;117,220;118,221;119,221;119,222;120,223;121,223;121,224;122,224;122,225;123,225;123,226;124,226;124,227;125,227;126,227;127,227;128,227;128,228;129,228;130,228;130,229;131,229;132,229;133,229;134,229;135,229;136,229;137,229;138,229;139,229;140,229;141,229;141,228;142,228;143,228;143,227;144,227;145,226;145,225;145,224;146,223;146,222;146,221;147,221;147,219;147,217;147,216;147,215;146,213;145,213;145,211;143,209;142,207;141,207;140,205;139,205;139,204;137,203;136,203;134,203;133,203;132,203;129,205;127,206;125,207;122,209;119,210;117,211;115,211;114,211;
Specular reflection; POLYGON; 191, 91, 22; 65,233;64,234;64,235;63,236;63,237;63,238;63,239;63,240;63,241;63,243;63,244;63,245;63,246;63,247;64,247;65,248;65,249;66,249;67,249;67,250;68,250;69,250;69,251;70,251;71,251;72,251;73,251;74,252;75,252;76,252;77,252;77,253;78,253;79,253;80,253;81,253;82,253;83,253;84,253;85,253;85,252;86,252;87,251;88,251;89,250;89,249;90,248;90,247;91,247;91,246;91,245;91,243;91,242;91,241;90,240;89,239;88,238;87,236;85,235;84,234;83,233;82,233;81,232;79,232;76,231;75,231;73,231;69,232;65,233;63,234;62,235;61,235;60,237;
Specular reflection; POLYGON; 191, 91, 22; 111,344;111,345;111,347;111,348;111,349;111,350;111,351;111,352;111,353;111,354;112,354;112,355;113,355;113,356;114,356;114,357;115,357;116,357;117,357;117,358;118,358;119,359;120,359;121,359;122,359;123,359;124,359;125,359;126,359;127,359;128,359;129,359;129,358;130,358;131,358;131,357;132,357;133,357;133,356;133,355;134,354;134,353;134,352;134,351;134,349;134,347;134,346;134,345;134,344;133,343;133,342;132,340;131,338;131,337;130,336;129,335;128,334;127,334;126,334;125,334;123,335;122,335;121,336;118,337;117,337;116,338;115,339;114,339;
Specular reflection; POLYGON; 191, 91, 22; 144,265;143,266;143,267;143,268;143,269;143,270;143,271;144,271;144,272;144,273;145,273;145,274;146,274;147,274;147,275;148,275;149,275;150,275;151,275;151,276;152,276;153,276;154,276;155,276;156,276;157,276;158,276;159,276;159,275;160,275;160,274;161,274;161,273;161,272;161,271;161,270;161,269;161,268;161,267;160,266;159,265;158,265;157,264;156,263;154,262;153,262;153,261;151,261;151,260;150,260;149,259;148,259;147,259;147,261;146,263;145,263;145,265;145,267;144,268;144,270;
Specular reflection; POLYGON; 191, 91, 22; 165,249;165,250;165,251;165,252;165,253;165,254;165,255;165,256;165,257;165,258;165,259;166,259;167,259;168,259;169,259;170,259;171,259;172,259;173,259;174,259;175,259;175,258;176,258;177,257;178,256;179,255;179,254;180,254;180,253;181,253;181,252;181,251;181,250;181,249;181,248;181,247;181,246;181,245;181,244;181,243;180,243;179,242;178,241;177,241;176,241;175,241;174,241;173,242;172,242;171,243;169,244;167,245;167,246;167,247;166,247;166,248;166,249;
Specular reflection; POLYGON; 191, 91, 22; 199,215;199,216;199,217;198,218;198,219;197,219;197,221;197,222;197,223;197,224;197,225;198,225;199,226;199,227;200,227;201,227;201,228;202,228;202,229;203,229;204,229;205,229;205,230;206,230;207,230;208,230;209,230;210,230;211,230;212,230;213,230;213,229;214,229;215,228;215,227;216,227;216,226;217,225;217,224;217,223;217,222;217,221;217,220;217,219;216,217;215,216;215,215;213,214;213,213;212,213;211,213;210,213;207,213;206,213;205,214;204,217;203,218;203,219;
Specular reflection; POLYGON; 191, 91, 22; 242,333;243,333;243,334;243,335;244,335;245,335;246,335;247,335;248,335;249,335;250,335;251,335;252,335;253,335;253,334;254,334;255,334;255,333;256,333;257,332;257,331;257,330;257,329;257,328;257,327;257,326;257,325;257,324;256,324;255,324;255,323;253,323;252,323;251,323;250,323;249,323;248,323;247,323;247,324;247,325;245,327;244,330;
Specular reflection; POLYGON; 191, 91, 22; 295,358;296,358;297,358;298,358;299,358;299,359;300,359;301,359;302,359;303,359;304,358;305,358;305,357;306,357;307,358;307,359;307,360;307,361;308,361;308,362;309,362;310,362;311,362;312,362;313,362;313,361;314,361;315,361;316,361;317,361;317,360;318,360;318,359;319,359;320,359;321,359;321,358;321,357;322,357;323,357;323,356;324,356;324,355;325,355;325,354;326,354;327,353;328,353;329,353;329,352;330,352;331,352;331,351;332,351;333,351;334,351;335,351;336,351;337,351;338,351;339,351;339,350;340,349;341,349;342,348;343,347;344,347;344,346;345,346;345,345;345,344;345,343;345,342;345,341;344,341;344,340;343,340;343,339;342,339;341,339;341,338;341,339;342,339;343,339;343,340;344,340;345,340;346,340;347,340;348,340;349,340;350,340;351,340;352,340;353,340;354,340;355,340;356,340;356,339;357,339;358,339;359,338;359,337;360,337;360,336;360,335;361,335;361,334;361,333;361,332;361,331;361,330;361,329;360,329;360,328;359,327;358,326;357,326;357,325;356,325;355,325;354,324;353,324;353,323;352,323;351,323;350,322;349,322;349,321;348,321;347,321;346,321;345,321;344,321;343,321;342,321;341,321;340,320;339,320;338,320;337,320;337,319;336,319;335,319;334,319;333,319;332,319;331,319;330,319;329,319;328,319;327,320;326,320;325,320;324,320;323,320;323,319;322,319;321,319;321,318;320,318;319,317;318,317;317,317;316,317;315,317;314,317;313,317;312,316;311,316;310,316;309,316;308,316;307,316;306,316;305,316;304,317;303,317;302,317;301,317;300,317;299,317;298,317;298,316;297,316;297,315;296,315;295,315;295,314;294,314;294,313;293,313;292,313;291,313;290,313;289,313;288,313;287,313;286,314;286,315;286,316;286,317;286,318;286,319;286,320;286,321;285,321;284,321;283,321;282,321;282,320;281,320;281,319;281,318;280,318;280,317;280,316;279,316;279,315;279,314;279,313;278,313;277,313;277,312;276,312;275,312;274,312;273,312;272,312;271,312;270,312;269,312;269,313;268,313;268,314;267,314;267,315;267,316;266,317;266,318;266,319;265,319;265,320;265,321;265,322;265,323;265,324;265,325;266,325;265,325;265,326;264,326;264,327;263,327;262,327;262,328;261,328;261,329;260,330;260,331;259,331;259,332;259,333;259,334;260,334;260,335;261,335;261,336;261,337;262,337;263,337;263,338;264,338;264,339;265,339;265,340;266,340;267,340;267,341;268,341;269,341;270,341;271,341;272,341;273,341;274,341;275,341;276,341;277,341;278,341;279,341;280,341;281,342;281,343;282,343;283,343;283,344;284,344;284,345;285,345;286,345;286,346;287,346;287,347;288,347;288,348;288,349;288,350;288,351;287,351;287,352;287,353;286,353;286,354;285,354;285,355;285,356;285,357;284,357;284,358;284,359;285,359;285,360;286,360;286,361;287,361;287,362;288,362;289,362;289,363;290,363;291,363;292,363;293,363;294,363;295,363;295,362;296,362;297,362;298,362;
Specular reflection; POLYGON; 191, 91, 22; 339,55;338,56;337,56;337,57;336,58;335,59;335,60;334,60;334,61;333,61;333,62;333,63;333,64;332,65;332,66;332,67;332,68;333,68;333,69;334,70;335,71;336,71;337,71;337,72;338,72;339,73;340,73;341,73;342,73;343,73;344,73;345,73;346,73;347,73;348,72;349,72;349,71;350,71;351,71;352,70;353,70;353,69;354,68;354,67;355,67;355,66;356,65;357,64;357,63;357,62;357,61;357,60;357,59;357,58;357,57;356,57;356,56;355,56;355,55;353,55;352,54;351,53;350,53;349,53;349,52;348,52;347,51;346,51;345,51;343,51;342,52;341,53;339,55;338,57;338,58;
Specular reflection; POLYGON; 191, 91, 22; 388,60;387,61;387,62;385,63;385,65;384,66;384,67;384,68;385,69;385,70;385,71;386,71;386,72;387,72;387,73;388,73;389,74;390,74;391,74;391,75;393,75;394,75;395,75;396,75;397,75;398,75;398,74;399,74;399,73;401,73;403,72;403,71;404,71;405,71;406,70;407,69;407,68;408,67;409,66;409,65;410,64;410,63;410,62;410,61;409,61;409,60;407,59;406,59;405,58;403,57;401,57;400,57;399,56;396,56;393,56;393,57;392,57;391,59;
