Specular reflection; POLYGON; 191, 91, 22; 516,162;515,162;514,162;513,162;512,162;511,162;510,163;509,163;508,163;508,164;506,164;505,164;504,164;503,164;502,164;501,165;500,165;499,165;498,165;498,166;497,167;497,168;496,168;495,169;494,170;494,171;494,172;493,172;493,174;493,175;493,176;493,177;493,178;493,179;494,181;495,181;497,181;498,181;499,181;500,181;501,181;503,181;504,181;505,181;506,182;507,182;509,182;510,182;511,182;513,182;514,183;515,183;516,183;517,183;518,183;519,183;520,183;521,183;522,183;523,184;524,184;525,184;527,184;528,184;529,184;530,184;531,184;532,184;532,183;532,182;532,181;532,180;532,179;532,178;532,177;532,176;532,175;532,174;532,173;532,172;532,171;532,169;531,169;530,168;529,168;528,167;527,167;526,167;526,166;525,165;524,165;523,163;523,162;522,162;521,162;520,162;519,162;518,162;516,162;515,162;514,162;513,162;
Specular reflection; POLYGON; 191, 91, 22; 315,26;315,27;315,28;314,28;313,28;312,28;311,28;310,29;309,28;308,28;306,27;305,26;305,25;304,25;303,24;302,24;300,24;299,23;299,22;298,22;297,21;296,21;295,21;294,21;293,21;292,21;291,21;289,21;288,21;287,21;286,21;285,21;284,21;283,21;282,21;281,22;280,23;280,24;280,25;280,26;280,27;280,28;280,29;280,30;281,30;281,31;282,31;282,32;283,33;283,34;283,35;284,35;285,37;286,37;286,38;287,38;287,40;287,41;289,41;290,42;290,44;291,45;292,46;293,47;294,47;295,48;296,49;298,51;299,52;300,53;301,54;302,55;303,55;304,56;305,56;308,56;309,56;311,57;312,57;313,58;313,59;314,59;315,59;316,59;317,59;318,59;319,59;320,59;321,59;323,59;324,59;325,58;326,58;328,58;330,57;332,56;333,56;334,56;336,56;337,56;338,56;339,56;340,56;341,56;342,55;343,55;345,53;347,52;348,51;349,50;350,50;351,49;352,48;352,47;352,46;354,46;355,46;356,46;357,46;358,46;359,46;360,46;361,46;362,45;362,44;362,43;362,42;362,41;362,40;362,39;362,38;362,37;362,36;362,35;362,34;362,33;363,32;364,31;365,31;366,31;367,31;369,31;370,31;371,31;372,31;373,31;374,31;375,31;376,31;377,31;379,30;380,30;381,30;382,30;383,30;384,30;385,30;387,29;387,28;388,28;389,28;390,28;392,28;393,28;393,27;394,27;396,27;397,26;398,25;399,25;400,24;402,24;403,24;404,24;405,24;406,24;408,24;409,24;410,24;411,23;411,22;411,21;411,20;412,19;412,18;412,17;412,15;412,14;412,13;412,12;412,11;410,10;410,9;409,8;408,7;406,7;406,6;405,6;404,6;402,6;401,6;400,6;399,5;398,4;398,3;397,3;396,3;395,3;394,3;393,3;392,3;391,3;390,3;389,3;388,3;387,3;386,3;385,3;384,3;383,3;382,3;381,3;380,3;379,3;378,3;376,3;375,3;373,3;371,3;368,3;367,3;366,3;365,3;364,3;363,3;362,3;361,3;359,3;358,3;357,3;356,3;355,3;354,3;352,3;351,2;350,2;349,2;348,2;346,2;345,2;344,2;342,2;341,2;340,3;340,4;340,5;339,5;339,6;338,7;337,7;337,9;337,10;336,11;335,12;334,12;333,13;332,14;331,14;330,15;329,15;328,15;326,15;325,16;325,17;323,17;322,17;321,17;320,18;319,18;318,19;317,20;317,21;316,22;316,23;315,24;315,25;315,26;314,27;
Specular reflection; POLYGON; 191, 91, 22; 391,24;391,26;391,27;391,28;392,28;393,29;394,29;394,30;395,30;396,32;397,32;398,32;399,32;400,32;401,32;402,32;403,32;404,32;405,32;406,32;407,31;407,30;407,29;407,28;407,27;407,26;407,25;407,24;407,23;407,22;407,21;407,20;407,19;407,18;
Specular reflection; POLYGON; 191, 91, 22; 433,32;432,31;431,31;430,31;429,31;427,31;426,31;425,31;424,31;423,31;422,31;421,31;421,32;420,32;419,32;418,32;417,32;416,33;415,33;414,33;414,34;414,35;414,36;414,37;414,39;414,40;414,41;414,42;416,43;417,44;419,45;419,46;420,46;421,47;422,47;423,48;424,49;425,50;426,50;428,50;428,51;430,51;431,51;432,51;433,51;434,51;435,51;436,51;438,51;439,51;440,51;441,51;442,51;443,51;444,51;445,49;445,48;446,48;446,47;446,46;446,45;446,44;446,42;446,41;446,40;445,39;445,38;444,38;443,36;442,36;441,35;440,35;439,35;437,34;437,33;436,33;435,33;434,33;433,33;432,33;431,33;
Specular reflection; POLYGON; 191, 91, 22; 540,34;539,34;538,34;537,34;536,35;535,35;534,35;533,35;532,37;531,37;530,38;530,39;529,39;528,40;527,40;527,41;526,42;526,43;525,44;524,44;523,44;522,44;521,44;520,44;519,44;517,44;516,45;514,45;513,45;512,45;511,45;510,47;509,48;509,49;508,49;508,50;507,50;507,51;507,52;507,53;507,54;507,55;507,56;507,57;508,58;510,58;511,58;512,58;513,58;514,59;515,59;516,59;517,59;518,59;519,59;520,59;521,60;522,60;523,60;525,60;526,60;527,60;528,60;529,60;530,60;531,60;532,60;533,60;534,59;534,58;534,57;534,55;534,54;534,53;534,52;534,51;534,50;534,48;535,47;537,45;538,44;539,44;540,44;541,44;543,42;543,41;544,41;545,40;546,39;546,38;546,37;546,35;546,34;546,33;546,32;544,32;543,32;542,32;540,32;538,32;537,32;536,33;536,34;534,34;533,36;532,36;531,36;531,37;530,38;
Specular reflection; POLYGON; 191, 91, 22; 536,11;536,10;535,10;535,9;534,9;533,9;532,9;531,9;530,9;529,9;528,9;527,9;526,9;525,9;524,9;522,9;521,9;520,11;519,11;519,12;518,12;517,14;516,14;514,14;513,15;513,16;513,17;513,18;513,19;513,20;515,20;516,20;517,20;518,20;519,20;520,20;520,21;521,21;523,21;524,21;524,22;526,22;527,22;528,22;529,23;530,23;531,23;532,24;533,24;535,24;536,24;537,24;538,24;539,24;540,24;541,24;542,24;543,24;544,24;545,24;545,23;545,22;545,21;545,20;545,19;545,18;545,17;545,16;544,14;543,13;542,11;541,9;540,9;539,9;538,9;537,8;536,8;535,8;534,7;533,7;532,7;531,7;530,7;529,7;528,7;525,7;
Specular reflection; POLYGON; 191, 91, 22; 202,30;201,30;200,30;199,30;198,30;196,30;195,30;194,30;193,30;192,30;191,31;189,31;188,32;187,34;187,35;187,36;187,37;187,38;187,39;187,41;187,42;187,43;187,44;188,44;189,45;190,45;191,45;192,45;193,47;194,47;194,48;195,49;196,49;197,49;198,50;200,50;201,50;202,50;203,50;204,50;204,49;205,49;206,49;206,47;207,46;208,46;208,44;208,43;209,42;209,41;209,40;209,39;209,38;209,37;209,36;209,35;209,34;209,33;208,32;207,32;206,31;205,31;204,31;203,31;202,31;201,31;200,30;199,30;198,30;197,30;196,30;
Stroma, ICG; POLYGON; 255, 255, 255; 131,140;129,140;126,140;124,140;122,140;120,140;118,140;116,141;115,142;113,143;112,143;111,145;106,147;103,149;102,150;99,152;97,154;96,156;95,156;94,157;92,159;90,160;89,162;86,163;85,164;83,167;83,169;82,169;82,170;80,172;77,175;77,176;77,177;76,178;76,180;74,181;73,183;72,184;72,186;71,187;70,190;70,192;70,193;68,194;68,196;67,198;67,199;67,200;66,201;66,204;65,206;65,208;65,211;65,212;64,212;64,214;63,215;63,218;63,219;63,221;63,224;63,228;63,230;63,233;63,234;63,236;63,237;62,239;62,240;61,242;61,244;61,246;59,247;58,251;58,253;58,256;55,259;54,260;54,264;53,264;53,265;52,267;52,269;51,269;51,270;51,271;50,272;49,272;49,273;49,276;48,276;47,277;46,279;44,281;42,282;42,283;40,285;39,286;39,287;38,288;37,290;37,291;35,293;35,294;34,296;32,297;32,298;32,299;30,301;29,304;29,307;27,308;27,309;26,311;26,312;25,313;25,314;24,315;24,316;23,316;23,318;22,319;22,320;21,321;20,321;20,322;19,322;19,323;18,325;18,326;18,327;17,327;17,328;17,329;16,331;16,332;15,333;15,334;14,334;14,335;14,337;14,338;14,339;14,340;14,343;14,344;14,345;14,348;14,349;14,350;14,351;14,352;14,353;14,355;15,356;15,358;16,359;16,360;16,361;17,362;17,363;18,363;18,364;19,365;20,365;21,366;23,366;24,367;25,367;26,367;26,368;28,368;29,368;30,368;32,368;33,369;34,369;35,369;35,370;36,370;37,371;37,372;38,373;38,374;40,375;40,376;41,377;41,378;41,379;43,380;44,381;44,383;45,385;45,386;45,387;45,388;45,389;45,391;45,392;45,393;45,394;45,395;45,397;45,398;45,399;45,400;46,402;46,403;46,404;47,405;47,406;48,406;49,408;50,409;51,409;52,410;53,411;54,411;55,411;56,412;57,412;58,412;59,412;60,414;61,414;62,415;63,415;65,416;66,416;68,416;69,416;70,417;71,417;72,417;73,418;74,418;75,418;76,418;79,418;80,418;81,418;82,418;82,419;83,419;84,419;85,420;85,421;86,421;88,421;89,422;90,422;90,423;91,424;92,424;93,425;95,427;95,428;96,428;97,428;97,429;98,429;98,431;99,433;100,434;102,436;102,437;103,439;103,440;103,441;104,442;104,443;105,444;106,445;106,446;106,447;106,448;106,450;106,451;106,452;106,453;106,455;106,456;106,458;106,459;106,460;105,461;104,461;103,462;103,463;101,463;100,463;97,463;96,463;95,464;93,464;92,464;89,464;87,464;85,464;83,464;82,464;81,464;80,464;78,464;77,464;76,464;74,464;73,465;73,466;72,466;71,466;71,467;70,468;69,469;68,469;66,471;65,473;64,473;63,474;63,475;63,477;62,479;61,480;60,482;59,485;58,487;58,488;57,491;57,493;56,495;56,496;56,497;55,499;55,500;55,501;55,502;56,504;57,505;57,506;58,507;59,508;60,510;61,510;62,511;63,512;64,513;65,513;68,517;69,517;69,518;71,519;72,519;73,520;74,522;76,524;77,524;80,526;81,526;83,527;85,527;85,528;87,528;88,529;90,529;91,530;93,530;96,530;98,530;101,530;102,530;103,530;107,530;109,530;111,530;115,530;118,530;120,530;121,530;122,530;124,530;127,530;129,530;132,530;135,530;139,530;140,530;142,530;144,530;145,530;148,530;150,530;153,530;156,530;160,530;163,530;166,530;169,530;172,530;175,530;179,530;182,530;183,530;185,530;187,530;190,530;191,530;195,529;198,529;199,528;200,528;202,528;203,527;206,526;207,526;208,526;210,526;212,526;215,526;217,526;219,526;222,525;225,525;227,525;229,525;231,525;233,525;236,525;239,525;242,525;246,525;249,525;253,525;257,525;263,525;266,525;270,525;273,525;277,525;281,525;286,525;291,525;295,525;299,525;303,525;307,526;311,526;316,526;320,526;324,526;327,526;330,526;331,526;332,526;333,526;335,526;337,527;338,527;340,527;343,527;346,528;348,528;350,528;352,528;354,528;357,528;360,528;361,528;364,528;368,528;370,528;372,528;374,528;375,528;377,528;379,528;381,528;382,528;384,528;388,528;392,528;396,528;399,528;403,528;407,528;409,528;412,528;416,528;420,528;424,528;428,528;432,528;438,528;444,528;451,528;457,528;462,528;466,528;470,528;474,528;480,528;485,528;491,528;497,528;504,528;510,528;515,528;520,528;526,528;531,527;536,526;540,525;546,525;550,524;554,524;560,524;564,524;568,524;572,524;577,524;583,524;588,524;594,524;598,524;602,524;607,524;612,524;616,524;620,524;624,524;628,524;632,524;635,524;638,524;640,524;642,524;644,524;648,524;649,524;652,524;654,523;656,523;660,523;662,523;665,523;668,523;672,523;674,523;678,523;682,523;685,523;687,523;690,523;693,523;695,523;698,524;701,524;705,525;710,525;714,525;717,526;720,527;723,528;726,528;729,528;730,528;731,528;732,528;733,528;734,528;736,528;738,528;739,529;740,529;742,529;745,530;747,530;748,530;749,530;750,530;752,530;754,530;755,531;756,531;757,531;759,531;760,531;762,531;764,531;765,531;767,531;769,531;772,531;773,531;777,531;778,531;780,531;782,531;785,531;786,531;789,531;791,531;792,531;793,531;795,531;797,531;801,531;805,531;807,531;810,531;814,531;816,530;817,530;819,530;819,529;821,527;822,527;826,525;827,525;828,524;831,523;832,521;834,519;836,518;839,516;842,513;845,511;847,510;849,508;850,507;852,505;854,504;855,502;857,500;858,498;860,497;860,496;861,494;862,493;863,491;865,489;866,486;867,484;868,480;869,478;870,477;870,475;870,474;871,472;871,471;871,469;872,465;872,464;872,461;872,458;872,457;872,454;872,451;872,447;872,445;872,443;872,440;871,436;870,431;868,429;867,426;867,424;867,420;866,418;865,415;865,411;862,406;861,402;860,400;858,396;857,393;854,388;851,385;849,382;847,378;845,375;844,370;841,366;837,361;833,357;828,352;825,348;820,344;815,339;809,334;804,330;800,326;797,324;794,321;791,319;790,317;788,315;788,314;787,312;785,310;784,307;784,306;782,304;782,301;782,298;782,295;782,293;781,291;781,290;781,289;780,287;779,286;779,285;779,283;779,281;779,279;779,276;779,275;779,274;779,272;779,269;779,268;779,267;779,265;779,263;779,261;779,257;779,255;779,252;779,250;779,248;779,247;779,246;779,244;779,241;779,238;779,236;779,234;779,232;779,230;779,228;779,225;779,223;779,220;779,218;779,216;779,213;779,211;779,209;779,206;779,204;779,202;779,199;779,196;778,192;777,190;776,188;776,185;775,183;774,180;773,178;773,175;772,172;772,170;771,168;769,165;767,162;765,159;763,157;763,155;763,154;762,152;761,151;760,149;760,146;758,145;756,143;752,139;750,137;749,134;747,131;746,130;745,129;744,129;743,127;742,125;739,124;737,122;734,121;731,117;729,116;726,114;724,113;722,113;719,111;716,111;713,109;711,109;708,108;703,106;701,105;697,105;693,104;689,104;684,104;681,104;678,104;675,104;672,104;669,103;666,102;663,101;659,100;656,100;653,100;650,100;649,100;647,100;645,98;643,98;641,98;638,98;637,98;636,98;635,98;634,98;633,98;632,98;630,98;629,98;628,98;626,98;625,98;624,98;623,98;622,98;620,98;619,98;617,98;616,98;615,98;614,98;612,98;611,98;609,98;608,98;606,98;603,98;600,101;598,103;595,107;592,109;590,111;589,114;588,116;588,118;587,122;587,125;587,128;587,130;587,131;587,133;587,134;587,135;587,136;587,137;587,138;587,139;587,140;587,141;587,142;587,143;587,145;587,146;587,147;587,149;587,150;587,151;587,152;587,154;587,155;587,156;587,158;587,160;587,163;587,164;587,165;587,166;587,169;587,171;587,172;587,173;587,176;587,178;587,181;587,183;587,186;587,189;587,191;587,193;587,195;586,196;585,197;584,198;583,199;583,200;582,202;582,203;580,205;579,205;577,206;577,207;576,207;574,210;573,210;571,211;570,212;569,212;566,212;563,212;561,212;560,212;559,212;558,212;557,212;555,212;554,212;551,212;548,208;546,208;543,208;541,207;540,207;539,207;539,206;538,206;537,205;537,204;536,204;535,204;535,203;535,202;534,202;533,201;532,201;532,200;531,200;531,199;530,199;529,198;528,198;526,198;526,197;525,197;525,196;524,195;522,195;520,194;519,194;517,194;516,193;515,193;514,193;512,192;510,192;508,191;507,191;506,190;505,190;504,190;503,189;502,188;501,188;500,187;499,187;497,185;497,184;495,183;494,183;494,182;493,182;493,181;492,181;491,179;491,178;490,178;489,178;488,177;488,176;487,176;485,175;484,174;484,173;483,172;482,171;481,171;481,170;481,169;481,167;480,166;480,165;480,164;480,163;480,161;480,159;480,158;480,157;480,156;480,154;480,153;478,153;478,152;478,150;478,149;478,147;478,146;478,145;478,143;479,142;479,141;479,140;479,139;479,136;479,135;479,133;479,131;479,130;479,129;479,128;479,125;479,124;479,123;479,121;479,119;479,118;478,116;478,114;478,113;476,112;476,111;476,110;476,109;476,107;474,105;472,101;471,100;468,98;465,95;464,94;462,92;460,89;457,89;455,86;451,85;448,84;446,84;444,82;443,82;442,82;440,80;439,80;437,79;433,78;431,77;429,76;426,76;423,75;421,74;418,73;415,73;414,72;411,72;408,71;406,70;403,70;400,69;398,67;396,67;395,67;394,67;392,67;392,66;391,66;389,65;388,65;387,65;386,65;384,65;383,65;380,65;379,65;377,65;374,65;372,65;369,65;368,65;365,65;363,65;361,65;358,65;355,65;353,65;351,66;349,68;347,69;346,70;343,70;341,70;340,70;337,71;335,71;333,71;330,71;326,71;323,71;320,71;316,71;311,72;306,72;300,72;294,72;287,72;280,72;274,72;268,72;264,72;260,72;257,72;255,72;253,72;250,72;248,71;247,71;246,71;245,70;243,69;242,69;241,69;240,69;238,69;237,69;235,69;233,69;229,69;227,69;223,69;219,69;213,69;209,69;206,70;204,71;201,73;198,73;196,74;194,75;192,76;189,77;185,79;182,81;180,82;178,83;175,84;172,86;171,87;171,88;169,90;167,92;166,93;165,93;164,95;162,96;161,97;160,98;159,99;158,100;157,101;156,101;154,103;154,104;152,105;152,106;151,106;150,107;148,110;147,110;147,111;146,111;145,112;145,113;144,114;143,116;142,116;141,118;140,119;139,120;138,121;136,121;135,123;134,123;133,124;132,124;132,125;132,126;131,126;131,127;130,128;130,129;130,130;130,131;130,132;130,133;130,134;130,135;130,136;130,137;130,139;129,140;130,142;
Stroma, ICG; POLYGON; 255, 255, 255; 490,184;491,183;492,183;493,183;494,183;495,183;496,183;497,183;498,182;499,181;500,181;501,181;502,181;503,181;504,181;504,182;505,182;506,182;507,182;508,183;510,183;511,184;512,184;513,184;514,184;515,184;516,185;517,185;518,185;521,185;522,185;523,185;524,185;525,185;526,185;527,185;528,185;529,185;530,185;531,185;533,185;534,185;535,183;536,183;536,182;536,181;536,180;536,179;536,178;536,177;536,176;536,175;536,173;536,172;536,171;536,170;536,169;535,168;535,167;534,166;533,166;533,165;532,165;532,164;531,164;530,164;529,163;528,163;527,162;527,161;526,161;525,161;524,160;522,160;521,160;520,160;519,160;518,160;517,160;516,160;515,160;514,160;513,160;512,160;510,160;509,160;508,160;507,160;506,160;505,160;503,160;502,160;502,161;501,162;500,162;500,163;500,164;499,164;498,164;498,165;497,167;497,168;496,169;496,170;496,171;495,171;495,172;494,173;494,174;493,174;492,174;492,175;491,175;490,175;490,176;489,176;487,176;486,176;485,176;484,176;483,176;482,177;481,177;480,177;479,177;478,177;477,177;475,177;474,177;473,177;472,177;471,177;470,176;469,175;468,174;468,173;467,173;467,172;466,172;466,171;466,170;466,169;464,167;464,165;463,164;463,163;463,162;463,161;462,160;462,159;462,158;462,157;462,156;462,155;462,154;462,153;462,152;462,151;462,150;461,150;461,148;461,147;461,146;461,144;461,143;461,142;461,141;461,140;461,139;461,138;461,137;461,136;461,135;460,134;460,133;460,132;460,131;460,129;460,128;459,127;459,126;459,125;459,124;459,122;459,121;459,120;458,120;458,119;458,118;456,116;455,115;453,114;452,114;452,112;450,112;449,112;448,112;448,111;447,110;445,109;444,109;443,108;442,107;440,107;439,106;439,105;438,104;437,104;436,104;436,103;435,103;435,102;434,102;433,100;433,99;432,98;431,96;430,96;430,94;430,93;430,92;430,91;430,90;430,89;430,88;430,87;430,86;430,85;430,84;430,83;430,82;430,81;430,80;430,79;430,78;430,77;430,76;431,75;432,74;433,73;433,72;434,72;436,71;437,71;438,70;439,70;440,70;442,69;443,69;444,69;445,69;446,68;447,68;448,67;449,67;451,67;452,67;454,67;455,67;456,67;458,67;459,67;461,67;462,67;463,67;464,67;465,67;466,67;468,67;469,67;471,67;472,67;473,67;474,67;475,67;476,67;478,67;479,67;480,67;481,67;482,67;483,67;484,67;486,65;487,65;488,65;489,65;489,64;491,63;492,63;493,63;494,63;494,62;495,62;496,61;497,61;498,61;499,61;500,61;501,61;501,59;502,58;503,58;505,58;506,58;507,59;508,59;509,60;510,60;511,60;512,60;513,60;514,60;515,60;516,60;517,60;517,61;519,61;520,61;521,61;522,61;523,61;524,61;525,61;526,61;527,61;528,61;530,61;531,61;532,61;532,59;532,58;532,57;532,56;533,55;533,54;533,53;534,52;534,51;536,50;536,49;537,47;537,46;538,45;538,44;539,44;539,43;540,43;541,42;542,42;543,42;544,41;546,40;547,40;548,40;549,40;549,38;550,38;551,36;552,36;554,35;555,35;556,35;557,35;558,34;559,34;561,33;562,33;564,31;565,30;567,30;568,30;569,29;570,29;571,29;572,28;573,28;575,28;576,28;576,27;578,27;580,26;581,26;583,26;583,25;583,24;584,24;585,24;586,24;587,24;588,24;590,24;593,24;595,24;596,24;597,24;598,24;599,24;602,24;604,24;605,24;606,24;607,24;608,24;609,24;612,25;613,26;615,26;617,27;619,27;621,27;622,28;623,28;625,28;626,28;628,28;630,29;631,29;631,30;632,30;633,30;634,31;636,31;637,32;639,32;640,33;642,33;643,34;645,34;647,35;649,36;650,36;652,38;654,38;656,39;658,39;660,40;660,41;661,41;663,43;665,44;667,45;670,46;673,50;677,51;681,53;682,54;684,55;686,55;687,57;689,58;691,59;693,61;694,61;694,65;696,66;697,68;698,69;699,70;700,71;700,72;702,74;703,76;704,77;705,79;707,81;707,82;709,85;710,88;712,88;713,91;715,93;716,94;718,96;718,97;721,99;722,101;723,102;724,105;726,106;726,108;728,110;729,111;729,112;730,114;732,116;733,117;734,118;735,119;735,120;736,122;736,123;737,124;738,125;738,126;738,127;740,128;741,129;742,130;745,133;745,135;745,136;746,137;746,138;747,138;747,140;747,141;748,141;749,143;749,144;750,145;750,146;750,147;750,148;750,149;751,150;751,152;751,153;751,155;751,157;751,158;752,160;752,161;752,163;752,166;752,167;752,170;752,171;752,172;752,176;752,177;752,179;752,181;752,183;752,185;752,186;752,187;752,188;752,189;752,190;752,191;752,192;752,194;752,197;752,198;752,200;751,203;750,206;749,208;749,209;748,212;747,214;745,216;743,218;741,222;738,227;735,232;732,236;727,243;727,244;723,248;719,253;717,255;713,258;710,261;709,262;706,264;703,265;700,268;696,270;692,273;687,275;682,277;679,278;675,280;670,282;664,284;660,286;654,288;648,290;643,292;637,294;631,295;625,297;618,298;613,299;606,299;598,299;589,299;579,299;570,299;561,299;553,299;546,299;539,299;534,299;528,299;527,299;524,299;520,299;517,298;513,295;510,292;508,291;503,289;500,287;495,285;491,282;486,280;485,280;484,280;483,280;483,279;482,278;481,278;480,278;479,276;479,274;478,273;476,270;475,268;474,267;473,266;473,265;472,264;472,263;472,262;471,262;471,261;471,260;471,259;471,258;470,256;470,254;470,252;470,249;470,248;470,246;470,244;470,243;470,241;470,239;470,238;470,236;470,235;470,234;
Stroma, ICG; POLYGON; 255, 255, 255; 527,188;527,187;527,186;527,185;527,184;527,183;528,183;528,181;528,180;529,180;529,179;529,178;529,177;529,176;529,174;529,173;529,172;529,171;529,170;529,169;529,168;529,167;529,166;528,166;528,165;527,164;526,163;526,162;525,161;524,161;523,161;522,160;521,160;520,160;519,160;518,160;517,160;516,160;515,160;514,160;513,160;512,160;511,160;510,160;509,161;508,161;507,162;506,163;505,164;505,165;504,166;503,168;503,169;503,170;502,171;502,172;500,172;500,174;499,175;499,176;498,177;497,178;496,179;496,180;496,181;495,181;494,182;493,184;492,184;491,184;489,184;487,186;486,186;485,186;484,186;483,187;481,187;480,187;477,185;475,185;473,184;472,183;471,183;470,182;470,181;470,178;470,175;470,172;470,170;470,167;470,164;470,161;470,159;470,158;470,156;470,154;471,153;471,152;472,150;473,148;474,147;475,146;477,145;479,145;482,144;485,143;488,141;490,141;492,139;495,138;497,137;498,137;498,136;500,135;502,135;504,135;506,134;508,134;511,134;514,133;516,133;517,132;518,132;520,132;521,132;523,132;525,133;528,134;533,135;539,138;545,141;552,144;558,146;563,148;568,151;573,153;574,154;576,157;577,160;579,162;580,165;580,168;581,171;581,175;581,179;581,181;581,185;581,187;581,189;581,193;581,194;580,196;579,200;577,204;575,207;573,211;571,214;569,217;568,219;566,221;564,222;563,223;561,224;560,225;558,226;557,226;556,226;554,226;552,226;550,226;547,226;545,226;543,226;539,226;536,226;532,226;528,226;524,226;520,226;519,225;516,225;515,224;514,224;514,223;513,223;512,223;511,223;509,222;509,221;507,219;505,218;505,217;504,216;504,214;504,213;504,212;504,211;504,210;504,208;504,207;505,205;506,204;508,203;508,202;509,201;
